Academic Year,TAP College Code,Federal School Code,Level,TAP Level of Study,TAP College Name,Sector Type,TAP Sector Group,TAP Recipient Headcount,TAP Recipient FTEs,TAP Recipient Dollars
2009,5132,2837,G,Grad,SUNY BUFFALO GRAD LAW,PUBLIC,3-SUNY SO,155,144.5,62197.50
2009,5133,2837,G,Grad,SUNY BUFFALO GRAD MED & DENT,PUBLIC,3-SUNY SO,33,29.5,13574.00
2009,5625,2842,G,Grad,SUNY BUFFALO STATE UNIV-GRAD,PUBLIC,3-SUNY SO,70,44,17946.00
2009,905,2842,U,4 yr Undergrad,SUNY BUFFALO STATE UNIV-UDERGRAD,PUBLIC,3-SUNY SO,5343,4605.38,11986971.88
2009,905,2842,U,5 yr Undergrad,SUNY BUFFALO STATE UNIV-UDERGRAD,PUBLIC,3-SUNY SO,153,110.83,437036.68
2009,3015,2856,U,2 yr Undergrad,SUNY COBLESKILL,PUBLIC,3-SUNY SO,1184,971.75,2796379.90
2009,6015,2856,U,4 yr Undergrad,SUNY COBLESKILL,PUBLIC,3-SUNY SO,546,450.79,1168542.66
2009,6015,2856,U,5 yr Undergrad,SUNY COBLESKILL,PUBLIC,3-SUNY SO,3,2,8157.00
2009,5568,9929,G,Grad,SUNY COLLEGE OF OPTOMETRY,PUBLIC,3-SUNY SO,53,52.33,21830.04
2009,3005,2854,U,2 yr Undergrad,SUNY COLLEGE OF TECH AT ALFRED,PUBLIC,3-SUNY SO,1671,1463.63,3968325.27
2009,6005,2854,U,4 yr Undergrad,SUNY COLLEGE OF TECH AT ALFRED,PUBLIC,3-SUNY SO,484,428.25,926475.50
2009,3005,2854,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT ALFRED,PUBLIC,3-SUNY SO,4,3.5,14809.50
2009,6005,2854,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT ALFRED,PUBLIC,3-SUNY SO,2,1,3457.50
2009,3010,2855,U,2 yr Undergrad,SUNY COLLEGE OF TECH AT CANTON,PUBLIC,3-SUNY SO,1608,1320.58,3938049.42
2009,6010,2855,U,4 yr Undergrad,SUNY COLLEGE OF TECH AT CANTON,PUBLIC,3-SUNY SO,440,354.5,939219.76
2009,3010,2855,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT CANTON,PUBLIC,3-SUNY SO,1,0.5,1737.50
2009,6010,2855,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT CANTON,PUBLIC,3-SUNY SO,6,5.5,21941.00
2009,3020,2857,U,2 yr Undergrad,SUNY COLLEGE OF TECH AT DELHI,PUBLIC,3-SUNY SO,1383,1199.21,3591105.81
2009,3020,2857,U,4 yr Undergrad,SUNY COLLEGE OF TECH AT DELHI,PUBLIC,3-SUNY SO,1,0.5,1850.50
2009,6020,2857,U,4 yr Undergrad,SUNY COLLEGE OF TECH AT DELHI,PUBLIC,3-SUNY SO,343,285.25,752355.10
2009,3020,2857,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT DELHI,PUBLIC,3-SUNY SO,2,1,4634.50
2009,6020,2857,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT DELHI,PUBLIC,3-SUNY SO,5,2.75,9283.25
2009,3025,2858,U,2 yr Undergrad,SUNY COLLEGE OF TECH FARMINGDALE,PUBLIC,3-SUNY SO,846,684.71,1871981.83
2009,6025,2858,U,4 yr Undergrad,SUNY COLLEGE OF TECH FARMINGDALE,PUBLIC,3-SUNY SO,1364,1124.38,3027322.55
2009,6025,2858,U,5 yr Undergrad,SUNY COLLEGE OF TECH FARMINGDALE,PUBLIC,3-SUNY SO,18,12,46458.50
2009,910,2843,U,4 yr Undergrad,SUNY CORTLAND (UNDERGRAD),PUBLIC,3-SUNY SO,2833,2584,5443485.75
2009,910,2843,U,5 yr Undergrad,SUNY CORTLAND (UNDERGRAD),PUBLIC,3-SUNY SO,30,21.75,92417.35
2009,5605,2843,G,Grad,SUNY CORTLAND GRAD,PUBLIC,3-SUNY SO,55,37.5,12781.50
2009,5536,2839,G,Grad,SUNY DOWNSTATE MED CENTER GRAD,PUBLIC,3-SUNY SO,7,6.5,3390.00
2009,4886,2839,U,4 yr Undergrad,SUNY DOWNSTATE MEDICAL CENTER,PUBLIC,3-SUNY SO,90,77.25,248370.75
2009,5535,2839,G,Grad,SUNY DOWNSTATE MEDICAL CENTER MED,PUBLIC,3-SUNY SO,205,192.5,82142.00
2009,955,2853,U,4 yr Undergrad,SUNY MARITIME COLLEGE,PUBLIC,3-SUNY SO,410,366.5,921490.40
2009,955,2853,U,5 yr Undergrad,SUNY MARITIME COLLEGE,PUBLIC,3-SUNY SO,1,0.5,2447.50
2009,5460,2853,G,Grad,SUNY MARITIME COLLEGE GRAD,PUBLIC,3-SUNY SO,6,4,1962.50
2009,925,2846,U,4 yr Undergrad,SUNY NEW PALTZ - UNDERGRAD,PUBLIC,3-SUNY SO,2662,2406.83,6284593.35
2009,925,2846,U,5 yr Undergrad,SUNY NEW PALTZ - UNDERGRAD,PUBLIC,3-SUNY SO,84,61.75,267122.45
2009,5565,2846,G,Grad,SUNY NEW PALTZ-GRAD,PUBLIC,3-SUNY SO,52,38.75,15407.00
2009,965,7109,U,4 yr Undergrad,SUNY OLD WESTBURY (UNDERGRAD),PUBLIC,3-SUNY SO,1888,1574.04,4903128.88
2009,965,7109,U,5 yr Undergrad,SUNY OLD WESTBURY (UNDERGRAD),PUBLIC,3-SUNY SO,89,62.92,253955.43
2009,5065,7109,G,Grad,SUNY OLD WESTBURY GRAD,PUBLIC,3-SUNY SO,4,2,862.50
2009,940,2849,U,4 yr Undergrad,SUNY PLATTSBURGH (UNDERGRAD),PUBLIC,3-SUNY SO,2728,2445.25,5800690.88
2009,940,2849,U,5 yr Undergrad,SUNY PLATTSBURGH (UNDERGRAD),PUBLIC,3-SUNY SO,18,14.75,55210.20
2009,5610,2849,G,Grad,SUNY PLATTSBURGH GRAD,PUBLIC,3-SUNY SO,62,47.75,18145.75
2009,5695,11678,G,Grad,SUNY POLYTECHNIC INST GRAD,PUBLIC,3-SUNY SO,19,14,5746.00
2009,4975,11678,U,4 yr Undergrad,SUNY POLYTECHNIC INSTITUTE,PUBLIC,3-SUNY SO,938,768.33,1889255.06
2009,4975,11678,U,5 yr Undergrad,SUNY POLYTECHNIC INSTITUTE,PUBLIC,3-SUNY SO,2,1,4895.00
2009,875,2838,U,4 yr Undergrad,SUNY STONY BROOK 4YR UNDERGRAD,PUBLIC,3-SUNY SO,6882,6340.71,19969980.66
2009,875,2838,U,5 yr Undergrad,SUNY STONY BROOK 4YR UNDERGRAD,PUBLIC,3-SUNY SO,94,71.25,312660.75
2009,5430,2838,G,Grad,SUNY STONY BROOK GRAD,PUBLIC,3-SUNY SO,246,206.25,67334.75
2009,5431,2838,G,Grad,SUNY STONY BROOK MED-DENT,PUBLIC,3-SUNY SO,75,71.5,32487.50
2009,5540,2840,G,Grad,SUNY UPSTATE MEDICAL UNIV. (GRAD),PUBLIC,3-SUNY SO,158,145,62362.00
2009,890,2840,U,4 yr Undergrad,SUNY UPSTATE MEDICAL UNIVERSITY,PUBLIC,3-SUNY SO,99,93.75,218201.90
2009,2320,21700,U,2 yr Undergrad,SWEDISH INSTITUTE 2YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,223,181.75,565124.34
2009,5920,21700,G,Grad,SWEDISH INSTITUTE GRAD,PRIVATE,6-BUS. DEGREE,11,11,5337.50
2009,985,2882,U,4 yr Undergrad,SYRACUSE UNIVERSITY (UNDERGRAD),PRIVATE,5-INDEPENDENT,2934,2784.58,8268737.67
2009,985,2882,U,5 yr Undergrad,SYRACUSE UNIVERSITY (UNDERGRAD),PRIVATE,5-INDEPENDENT,25,19.5,81519.25
2009,5120,2882,G,Grad,SYRACUSE UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,90,70.75,23125.00
2009,5575,2882,G,Grad,SYRACUSE UNIVERSITY LAW,PRIVATE,5-INDEPENDENT,38,34.5,13809.50
2009,7830,11031,U,2 yr Undergrad,TECHNICAL CAREER INSTITUTES,PRIVATE,6-BUS. DEGREE,4574,3480.08,13853991.88
2009,210,6448,U,2 yr Undergrad,THE BELANGER SCHOOL OF NURSING,PRIVATE,5-INDEPENDENT,26,18.5,42341.50
2009,355,40953,U,4 yr Undergrad,THE KING'S COLLEGE,PRIVATE,5-INDEPENDENT,14,13,35640.50
2009,535,20662,U,4 yr Undergrad,THE NEW SCHOOL 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,583,524.75,1750810.50
2009,535,20662,U,5 yr Undergrad,THE NEW SCHOOL 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,9,7.5,30252.00
2009,5050,20662,G,Grad,THE NEW SCHOOL- GRAD,PRIVATE,5-INDEPENDENT,44,35.5,15290.00
2009,2260,6788,U,2 yr Undergrad,TOMPKINS CORTLAND COMM COLLEGE,PUBLIC,4-SUNY CC,1937,1503.25,3219613.57
2009,865,10142,U,2 yr Undergrad,TOURO UNIV - 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,2412,1792.67,7096717.78
2009,865,10142,U,4 yr Undergrad,TOURO UNIV - 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,2059,1613.92,5665051.62
2009,5345,10142,G,Grad,TOURO UNIV-MASTERS PROGRAMS,PRIVATE,5-INDEPENDENT,131,96,34280.00
2009,5866,10142,G,Grad,TOURO UNIVERSITY LAW SCHOOL,PRIVATE,5-INDEPENDENT,73,66,24840.00
2009,5835,17230,G,Grad,TRI-STATE COLLEGE OF ACUPUNCTURE,PRIVATE,6-BUS. DEGREE,14,11.5,4468.00
2009,2144,2812,U,2 yr Undergrad,TROCAIRE COLLEGE,PRIVATE,5-INDEPENDENT,590,426.13,1315843.50
2009,2230,2880,U,2 yr Undergrad,ULSTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1141,900.67,1881578.94
2009,2230,2880,U,5 yr Undergrad,ULSTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2,1.5,5235.00
2009,990,2889,U,4 yr Undergrad,UNION COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,344,329.5,885848.50
2009,990,2889,U,5 yr Undergrad,UNION COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,10,4,17377.32
2009,5545,24601,G,Grad,UNIV OF ROCHESTER - MED SCHOOL,PRIVATE,5-INDEPENDENT,37,34.5,15010.00
2009,5546,24601,G,Grad,UNIV OF ROCHESTER - SCHOOL OF M&D,PRIVATE,5-INDEPENDENT,3,3,1031.00
2009,5141,4828,G,Grad,UNIV OF ROCHESTER EASTMAN GRAD,PRIVATE,5-INDEPENDENT,7,6,3209.00
2009,1016,2894,U,4 yr Undergrad,UNIV OF ROCHESTER EASTMAN UG,PRIVATE,5-INDEPENDENT,27,26.5,65775.00
2009,5140,2894,G,Grad,UNIV OF ROCHESTER RIVER CAMP GRAD,PRIVATE,5-INDEPENDENT,9,7.5,1237.50
2009,1015,2894,U,4 yr Undergrad,UNIVERSITY OF ROCHESTER UNDERGRAD,PRIVATE,5-INDEPENDENT,1030,996.83,2519543.00
2009,1015,2894,U,5 yr Undergrad,UNIVERSITY OF ROCHESTER UNDERGRAD,PRIVATE,5-INDEPENDENT,14,10,40040.00
2009,7870,9077,U,2 yr Undergrad,UTICA SCHOOL OF COMMERCE,PRIVATE,6-BUS. DEGREE,407,311.17,1092243.27
2009,1022,2883,U,4 yr Undergrad,UTICA UNIVERSITY,PRIVATE,5-INDEPENDENT,1232,1112.92,3054543.75
2009,1022,2883,U,5 yr Undergrad,UTICA UNIVERSITY,PRIVATE,5-INDEPENDENT,19,14.25,58565.75
2009,5820,2883,G,Grad,UTICA UNIVERSITY,PRIVATE,5-INDEPENDENT,26,22,6298.50
2009,1030,2895,U,4 yr Undergrad,VASSAR COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,221,205.5,555125.00
2009,2235,2665,U,2 yr Undergrad,VAUGHN COLL AERONAUTICS TECH,PRIVATE,5-INDEPENDENT,4,0.75,2219.65
2009,2235,2665,U,4 yr Undergrad,VAUGHN COLL AERONAUTICS TECH,PRIVATE,5-INDEPENDENT,725,601.46,2228111.25
2009,2235,2665,U,5 yr Undergrad,VAUGHN COLL AERONAUTICS TECH,PRIVATE,5-INDEPENDENT,13,8,32629.00
2009,2158,2896,U,2 yr Undergrad,VILLA MARIA COLL OF BUFFALO 2YR,PRIVATE,5-INDEPENDENT,161,127.33,429694.25
2009,2188,2896,U,4 yr Undergrad,VILLA MARIA COLL OF BUFFALO 4YR,PRIVATE,5-INDEPENDENT,173,148.5,412456.50
2009,1040,2899,U,4 yr Undergrad,WAGNER COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,333,319.75,820737.50
2009,5410,2899,G,Grad,WAGNER COLLEGE GRAD,PRIVATE,5-INDEPENDENT,6,4.75,1605.50
2009,1050,2901,U,4 yr Undergrad,WELLS COLLEGE,PRIVATE,5-INDEPENDENT,271,254.75,609404.00
2009,2160,2881,U,2 yr Undergrad,WESTCHESTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,3456,2600,6080957.81
2009,2160,2881,U,5 yr Undergrad,WESTCHESTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,4,3,6292.50
2009,7895,7405,U,2 yr Undergrad,WOOD TOBE-COBURN SCHOOL,PRIVATE,6-BUS. DEGREE,480,386.5,1575932.00
2009,5155,9895,G,Grad,YESHIVA UNIV EINSTEIN COL MED,PRIVATE,5-INDEPENDENT,76,72.75,32851.50
2009,5151,9895,G,Grad,YESHIVA UNIV GRAD/PROFESSIONAL,PRIVATE,5-INDEPENDENT,115,105,42782.00
2009,5180,9895,G,Grad,YESHIVA UNIV-WURZWEILER (BLOCK),PRIVATE,5-INDEPENDENT,3,1.67,479.33
2009,1085,2903,U,4 yr Undergrad,YESHIVA UNIVERSITY,PRIVATE,5-INDEPENDENT,274,255.25,804348.50
2008,10,2666,U,4 yr Undergrad,ADELPHI UNIVERSITY 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,2032,1796.79,4930182.05
2008,5000,2666,G,Grad,ADELPHI UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,131,106.25,38378.00
2008,2000,2860,U,2 yr Undergrad,ADIRONDACK COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1454,1100.75,1886539.46
2008,995,2885,U,4 yr Undergrad,ALBANY COLLEGE OF PHARMACY 4YR UG,PRIVATE,5-INDEPENDENT,440,415.5,860491.75
2008,5795,2885,G,Grad,ALBANY COLLEGE OF PHARMACY GRAD,PRIVATE,5-INDEPENDENT,71,68.5,23756.00
2008,5470,2886,G,Grad,ALBANY LAW SCHOOL GRAD,PRIVATE,5-INDEPENDENT,108,98,39074.50
2008,5475,2887,G,Grad,ALBANY MEDICAL COLLEGE,PRIVATE,5-INDEPENDENT,64,57.5,28137.50
2008,5477,2887,G,Grad,ALBANY MEDICAL COLLEGE (GRAD),PRIVATE,5-INDEPENDENT,2,2,625.00
2008,20,2668,U,4 yr Undergrad,ALFRED UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,626,563.5,1403799.50
2008,20,2668,U,5 yr Undergrad,ALFRED UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,9,8.5,35950.50
2008,5200,2668,G,Grad,ALFRED UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,29,27,9173.50
2008,575,2790,U,4 yr Undergrad,ALLIANCE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,741,565.83,1738179.75
2008,575,2790,U,5 yr Undergrad,ALLIANCE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,3,2,9800.00
2008,575,2790,U,STAP,ALLIANCE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,10,2.5,5706.49
2008,5075,2790,G,Grad,ALLIANCE UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,16,11.5,4269.50
2008,1075,7465,U,2 yr Undergrad,AMERICAN ACAD OF DRAMATIC ARTS,PRIVATE,6-BUS. DEGREE,15,13.5,42788.00
2008,7952,10813,U,2 yr Undergrad,AMERICAN ACADEMY MCALLISTER INST.,PRIVATE,6-BUS. DEGREE,46,33,124511.50
2008,25,6435,U,4 yr Undergrad,ARNOT OGDEN MED CTR NURSING 4YR,PRIVATE,8-OTHER,13,9.67,29400.70
2008,1620,6435,U,2 yr Undergrad,ARNOT OGDEN MED CTR RAD TECH 2YR,PRIVATE,8-OTHER,6,4.25,7110.75
2008,7826,17163,U,2 yr Undergrad,ART INSTITUTE OF NEW YORK CITY,PRIVATE,6-BUS. DEGREE,722,524.25,1983262.18
2008,7725,30955,U,2 yr Undergrad,ASA INSTITUTE OF BUSINESS,PRIVATE,6-BUS. DEGREE,3710,3006.21,12804506.35
2008,5550,2669,G,Grad,BANK ST COLL OF EDUC,PRIVATE,5-INDEPENDENT,16,12,3309.00
2008,35,2671,U,4 yr Undergrad,BARD COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,209,198.75,565057.75
2008,5745,2671,G,Grad,BARD COLLEGE- GRAD,PRIVATE,5-INDEPENDENT,12,10.5,4167.00
2008,155,2708,U,4 yr Undergrad,BARNARD COLLEGE,PRIVATE,5-INDEPENDENT,324,314.5,1055330.50
2008,155,2708,U,5 yr Undergrad,BARNARD COLLEGE,PRIVATE,5-INDEPENDENT,8,6.5,29768.50
2008,1607,21925,U,2 yr Undergrad,BELLEVUE HOSP SCH RADIOLOGIC TECH,PRIVATE,8-OTHER,12,6.33,15167.69
2008,7031,7394,U,2 yr Undergrad,BERKELEY COLL OF NYC - EVE 2YR UG,PRIVATE,6-BUS. DEGREE,192,121.75,443177.29
2008,7031,7394,U,4 yr Undergrad,BERKELEY COLL OF NYC - EVE 2YR UG,PRIVATE,6-BUS. DEGREE,1,0.25,629.00
2008,6731,7394,U,4 yr Undergrad,BERKELEY COLL OF NYC-EVE 4YR UG,PRIVATE,6-BUS. DEGREE,513,344.5,1147629.98
2008,7035,7421,U,2 yr Undergrad,BERKELEY COLL OF WHITE PLAINS 2YR,PRIVATE,6-BUS. DEGREE,61,39.67,151153.44
2008,6735,7421,U,4 yr Undergrad,BERKELEY COLL OF WHITE PLAINS 4YR,PRIVATE,6-BUS. DEGREE,366,297.67,953396.95
2008,7036,7421,U,2 yr Undergrad,BERKELEY COLL OF WHITE PLAINS EVE,PRIVATE,6-BUS. DEGREE,13,8,26859.04
2008,6736,7421,U,4 yr Undergrad,BERKELEY COLL OF WHITE PLAINS EVE,PRIVATE,6-BUS. DEGREE,59,40.83,140543.96
2008,7030,8556,U,2 yr Undergrad,BERKELEY COLLEGE 2YR,PRIVATE,6-BUS. DEGREE,333,197.33,749452.65
2008,7030,8556,U,4 yr Undergrad,BERKELEY COLLEGE 2YR,PRIVATE,6-BUS. DEGREE,1,0.25,1031.50
2008,6730,8556,U,4 yr Undergrad,BERKELEY COLLEGE 4YR,PRIVATE,6-BUS. DEGREE,1316,992.08,3803990.03
2008,5785,13029,G,Grad,BORICUA COLLEGE - GRAD,PRIVATE,5-INDEPENDENT,24,20.5,5337.50
2008,2262,13029,U,4 yr Undergrad,BORICUA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1072,824,3381497.91
2008,2262,13029,U,5 yr Undergrad,BORICUA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,9,6.92,28292.88
2008,55,21068,U,2 yr Undergrad,BRAMSON ORT COLLEGE,PRIVATE,5-INDEPENDENT,682,549.75,2323840.15
2008,7262,20757,U,2 yr Undergrad,BRIARCLIFFE COLL WOODBURY 2YR,PRIVATE,6-BUS. DEGREE,392,315.88,1147577.50
2008,7264,20757,U,2 yr Undergrad,BRIARCLIFFE COLL-BOHEMIA 2YR,PRIVATE,6-BUS. DEGREE,355,285.5,963361.50
2008,6262,20757,U,4 yr Undergrad,BRIARCLIFFE COLLEGE 4YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,433,365.83,1180297.00
2008,5480,2677,G,Grad,BROOKLYN LAW SCHOOL,PRIVATE,5-INDEPENDENT,142,127,57557.50
2008,2025,2862,U,2 yr Undergrad,BROOME COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2701,2081.92,3718106.61
2008,2025,2862,U,5 yr Undergrad,BROOME COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,4,2,6054.00
2008,7730,2678,U,2 yr Undergrad,BRYANT & STRATTON ALBANY,PRIVATE,6-BUS. DEGREE,640,519.75,2029061.64
2008,7730,2678,U,4 yr Undergrad,BRYANT & STRATTON ALBANY,PRIVATE,6-BUS. DEGREE,1,0.5,2012.50
2008,7732,2678,U,2 yr Undergrad,BRYANT & STRATTON BUFFALO,PRIVATE,6-BUS. DEGREE,1483,1122.83,4295060.32
2008,6732,2678,U,4 yr Undergrad,BRYANT & STRATTON BUFFALO,PRIVATE,6-BUS. DEGREE,133,94,292279.82
2008,7734,2678,U,2 yr Undergrad,BRYANT & STRATTON ROCHESTER,PRIVATE,6-BUS. DEGREE,640,493.83,1882171.88
2008,7736,2678,U,2 yr Undergrad,BRYANT & STRATTON SYRACUSE,PRIVATE,6-BUS. DEGREE,1147,913.83,3467830.13
2008,7720,25729,U,2 yr Undergrad,BUSINESS INFORMATICS,PRIVATE,6-BUS. DEGREE,73,54.33,175797.62
2008,7720,25729,U,5 yr Undergrad,BUSINESS INFORMATICS,PRIVATE,6-BUS. DEGREE,1,0.33,1633.33
2008,90,2681,U,4 yr Undergrad,CANISIUS COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1663,1576.75,3572592.00
2008,90,2681,U,5 yr Undergrad,CANISIUS COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,19,16,69674.50
2008,5210,2681,G,Grad,CANISIUS COLLEGE GRAD,PRIVATE,5-INDEPENDENT,73,47.25,14547.25
2008,2005,2861,U,2 yr Undergrad,CAYUGA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1566,1207.33,2576761.99
2008,2035,2685,U,4 yr Undergrad,CAZENOVIA COLLEGE,PRIVATE,5-INDEPENDENT,579,540.67,1493997.38
2008,2035,2685,U,5 yr Undergrad,CAZENOVIA COLLEGE,PRIVATE,5-INDEPENDENT,1,0.5,2075.50
2008,1674,11617,U,2 yr Undergrad,CENTER FOR ALLIED HEALTH EDUCATIO,PRIVATE,8-OTHER,39,35.08,94348.83
2008,7924,21760,U,2 yr Undergrad,CHERYL FELL'S SCHOOL OF BUSINESS,PRIVATE,7-BUS. NON-DEG,37,27.5,15069.27
2008,120,2699,U,4 yr Undergrad,CLARKSON UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1036,966.25,2175814.50
2008,120,2699,U,5 yr Undergrad,CLARKSON UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,3,2.5,10275.00
2008,5220,2699,G,Grad,CLARKSON UNIVERSITY- GRAD,PRIVATE,5-INDEPENDENT,22,16.5,7122.50
2008,2036,6787,U,2 yr Undergrad,CLINTON COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,875,681.29,1325090.13
2008,130,2703,U,4 yr Undergrad,COL OF MT ST VINCENT 4YR SEM,PRIVATE,5-INDEPENDENT,821,757.33,2334299.38
2008,125,2701,U,4 yr Undergrad,COLGATE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,235,228.5,578355.50
2008,5355,2704,G,Grad,COLL OF NEW ROCHELLE GRAD,PRIVATE,5-INDEPENDENT,5,3.5,1687.50
2008,136,2704,U,4 yr Undergrad,COLL OF NEW ROCHELLE NEW RESOURCE,PRIVATE,5-INDEPENDENT,2978,2394.46,8418144.99
2008,7124,5208,U,2 yr Undergrad,COLL WESTCHESTER 2YR,PRIVATE,6-BUS. DEGREE,556,513.92,1890432.25
2008,7121,5208,U,2 yr Undergrad,COLL WESTCHESTER 2YR EVE,PRIVATE,6-BUS. DEGREE,226,164.42,579590.88
2008,6124,5208,U,4 yr Undergrad,COLL WESTCHESTER 4YR BBA DAY,PRIVATE,6-BUS. DEGREE,41,38.58,130069.65
2008,6121,5208,U,4 yr Undergrad,COLL WESTCHESTER 4YR BBA EVE,PRIVATE,6-BUS. DEGREE,41,35.5,95112.50
2008,140,2705,U,4 yr Undergrad,COLLEGE OF SAINT ROSE 4YR UG,PRIVATE,5-INDEPENDENT,1561,1421,3154997.20
2008,140,2705,U,5 yr Undergrad,COLLEGE OF SAINT ROSE 4YR UG,PRIVATE,5-INDEPENDENT,7,5,20530.00
2008,5235,2705,G,Grad,COLLEGE OF SAINT ROSE GRAD,PRIVATE,5-INDEPENDENT,60,40.5,13414.75
2008,5485,2707,G,Grad,COLUMBIA  UNIV COLL MEDICINE,PRIVATE,5-INDEPENDENT,24,22,10912.50
2008,5655,2707,G,Grad,COLUMBIA  UNIV ENGINEER GRAD,PRIVATE,5-INDEPENDENT,3,1.5,587.50
2008,5020,2707,G,Grad,COLUMBIA U GRADUATE PROGRAMS,PRIVATE,5-INDEPENDENT,63,57,24116.00
2008,5021,3979,G,Grad,COLUMBIA U TEACHERS COL GRAD,PRIVATE,5-INDEPENDENT,88,66,23660.00
2008,150,2707,U,4 yr Undergrad,COLUMBIA UNIV,PRIVATE,5-INDEPENDENT,304,301.75,959794.50
2008,171,2707,U,4 yr Undergrad,COLUMBIA UNIV,PRIVATE,5-INDEPENDENT,171,140.83,429957.54
2008,150,2707,U,5 yr Undergrad,COLUMBIA UNIV,PRIVATE,5-INDEPENDENT,8,7.75,36448.00
2008,5660,2707,G,Grad,COLUMBIA UNIV  ARCHITECTURE GRAD,PRIVATE,5-INDEPENDENT,13,12.5,6875.00
2008,5025,2707,G,Grad,COLUMBIA UNIV ARTS GRAD,PRIVATE,5-INDEPENDENT,34,32.5,15518.50
2008,5465,2707,G,Grad,COLUMBIA UNIV BUSINESS GRAD,PRIVATE,5-INDEPENDENT,7,6.5,3337.50
2008,5487,2707,G,Grad,COLUMBIA UNIV DENTISTRY GRAD,PRIVATE,5-INDEPENDENT,24,22.5,9005.00
2008,5240,2707,G,Grad,COLUMBIA UNIV INTL AFFAIRS GRAD,PRIVATE,5-INDEPENDENT,17,14.5,6180.00
2008,5490,2707,G,Grad,COLUMBIA UNIV JOURNALISM GRAD,PRIVATE,5-INDEPENDENT,7,7,2900.00
2008,5495,2707,G,Grad,COLUMBIA UNIV LAW GRAD,PRIVATE,5-INDEPENDENT,41,39.5,18395.50
2008,5486,2707,G,Grad,COLUMBIA UNIV NURSING GRAD,PRIVATE,5-INDEPENDENT,17,15.5,6795.25
2008,166,2707,U,4 yr Undergrad,COLUMBIA UNIV NURSING PROG,PRIVATE,5-INDEPENDENT,4,3.5,7989.50
2008,5489,2707,G,Grad,COLUMBIA UNIV PHYSICAL/OCCUP THER,PRIVATE,5-INDEPENDENT,17,14.25,6872.00
2008,5488,2707,G,Grad,COLUMBIA UNIV PUB HEALTH/NUTRITIO,PRIVATE,5-INDEPENDENT,24,19.75,7098.50
2008,168,2707,U,4 yr Undergrad,COLUMBIA UNIV SCH ENGINEERING,PRIVATE,5-INDEPENDENT,147,144,456268.00
2008,168,2707,U,5 yr Undergrad,COLUMBIA UNIV SCH ENGINEERING,PRIVATE,5-INDEPENDENT,3,3,8539.00
2008,5505,2707,G,Grad,COLUMBIA UNIV SOC WORK GRAD,PRIVATE,5-INDEPENDENT,42,37.5,16676.50
2008,2038,6789,U,2 yr Undergrad,COLUMBIA-GREENE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,728,569.25,1092721.91
